"Id","Name","Id bioguide","Id govtrack","Id icpsr","Id wikipedia","Id wikidata","Id google entity id","Name first","Name last","Bio birthday","Bio gender","Id house history","Name middle","Name nickname","Id ballotpedia","Name suffix","Id bioguide previous","Id house history alternate","Other names","Id thomas","Id cspan","Id votesmart","Id lis","Name official full","Id opensecrets","Id fec","Id maplight","Leadership roles","Family"
"B000244","Robert Bauman","B000244","401238","14069","Robert Bauman","Q501919","kg:/m/0570gw","Robert","Bauman","1937-04-04","M","9094","Edmund","","","","","","","00067","","","","","","","","",""
"B000279","Edward Beard","B000279","401273","14204","Edward Beard","Q1291674","kg:/m/02rhfhs","Edward","Beard","1940-01-20","M","9137","Peter","","","","","","","00068","","","","","","","","",""
"B000736","John Brademas","B000736","401696","948","John Brademas","Q533169","kg:/m/06yrlp","John","Brademas","1927-03-02","M","9734","","","","","","","","00117","","","","","","","","",""
"B001008","John Buchanan","B001008","401958","10706","John Hall Buchanan Jr.","Q999881","kg:/m/02qj8c1","John","Buchanan","1928-03-19","M","10078","Hall","","","Jr.","","","","00143","","","","","","","","",""
"B001113","William Burlison","B001113","402058","12004","Bill Burlison","Q862035","kg:/m/05wdp8","William","Burlison","1931-03-15","M","10211","Dean","","","","","","","00152","","","","","","","","",""
"C000201","Tim Carter","C000201","402347","10710","Tim Lee Carter","Q2434127","kg:/m/026_hkr","Tim","Carter","1910-09-02","M","10706","Lee","","","","","","","00181","","","","","","","","",""
"C000261","John Cavanaugh","C000261","402405","14409","John Joseph Cavanaugh III","Q1700646","kg:/m/0bfpv8","John","Cavanaugh","1945-08-01","M","10783","Joseph","","","","","","","00184","","","","","","","","",""
"C000512","James Cleveland","C000512","402647","10581","James Colgate Cleveland","Q1680180","kg:/m/0c8wsx","James","Cleveland","1920-06-13","M","11087","Colgate","","","","","","","00206","","","","","","","","",""
"C000780","James Corman","C000780","402900","10511","James C. Corman","Q598775","kg:/m/074lz5","James","Corman","1920-10-20","M","11430","Charles","","","","","","","00234","","","","","","","","",""
"D000125","Mendel Davis","D000125","403260","13048","Mendel Jackson Davis","Q1247276","kg:/m/02r4gz9","Mendel","Davis","1942-10-23","M","11988","Jackson","","","","","","","00272","","","","","","","","",""
"D000279","Samuel Devine","D000279","403411","2533","Samuel L. Devine","Q9333405","kg:/m/03dn69","Samuel","Devine","1915-12-21","M","12174","Leeper","","","","","","","00292","","","","","","","","",""
"D000344","Charles Diggs","D000344","403462","2594","Charles Diggs","Q1064126","kg:/m/0dx37n","Charles","Diggs","1922-12-02","M","12254","Coles","","","Jr.","","","","00298","","","","","","","","",""
"D000499","Robert Drinan","D000499","403606","13013","Robert Drinan","Q1856944","kg:/m/02rfky","Robert","Drinan","1920-11-15","M","12457","Frederick","","","","","","","00318","","","","","","","","",""
"D000537","Robert Duncan","D000537","403644","10582","Robert B. Duncan","Q766533","kg:/m/06x_pt","Robert","Duncan","1920-12-04","M","12497","Blackford","","","","","","","00323","","","","","","","","",""
"E000035","Robert Eckhardt","E000035","403730","11013","Bob Eckhardt","Q2156699","kg:/m/02vzjrq","Robert","Eckhardt","1913-07-16","M","12643","Christian","","","","","","","00333","","","","","","","","",""
"E000254","Melvin Evans","E000254","403936","","Melvin H. Evans","Q2819651","kg:/m/01t03l","Melvin","Evans","1917-08-07","M","12913","Herbert","","","","","","","00362","","","","","","","","",""
"F000151","Joseph Fisher","F000151","404106","14215","Joseph L. Fisher","Q556945","kg:/m/027ld7m","Joseph","Fisher","1914-01-11","M","13159","Lyman","","","","","","","00385","","","","","","","","",""
"F000209","Daniel Flood","F000209","404164","3224","Daniel Flood","Q5217616","kg:/m/0dbccq","Daniel","Flood","1903-11-26","M","13233","John","","","","","","","00391","","","","","","","","",""
"G000151","Robert Giaimo","G000151","404519","3553","Robert Giaimo","Q185473","kg:/m/0dd99w","Robert","Giaimo","1919-10-15","M","13752","Nicholas","","","","","","","00436","","","","","","","","",""
"G000515","Vonno Gudger","G000515","404860","14424","V. Lamar Gudger","Q2505234","kg:/m/027h6sk","Vonno","Gudger","1919-04-30","M","14211","Lamar","","","Jr.","","","","00475","","","","","","","","",""
"H000158","James Hanley","H000158","405040","10733","James M. Hanley","Q6138438","kg:/m/0797cz","James","Hanley","1920-07-19","M","14479","Michael","","","","","","","00493","","","","","","","","",""
"H000241","Herbert Harris","H000241","405119","14231","Herbert Harris","Q1608402","kg:/m/02vp0f9","Herbert","Harris","1926-04-14","M","14583","Eugene","","","II","","","","00505","","","","","","","","",""
"H000281","William Harsha","H000281","405155","10525","Bill Harsha","Q4909326","kg:/m/03q99d","William","Harsha","1921-01-01","M","14630","Howard","","","","","","","00507","","","","","","","","",""
"H000752","Elizabeth Holtzman","H000752","405603","14022","Elizabeth Holtzman","Q5362988","kg:/m/04wvbj","Elizabeth","Holtzman","1941-08-11","F","15213","","","","","","","","00556","","","","","","","","",""
"H000905","Walter Huddleston","H000905","405751","14106","Walter Dee Huddleston","Q4356720","kg:/m/0529x4","Walter","Huddleston","1926-04-15","M","","Darlington","Dee","","","","","","01363","","","","","","","","",""
"H001013","John Hutchinson","H001013","405853","14680","John G. Hutchinson","Q1464305","kg:/m/02wzj6z","John","Hutchinson","","M","15531","Guiher","","","","","","","00577","","","","","","","","",""
"I000001","Richard Ichord","I000001","405863","10528","Richard Howard Ichord Jr.","Q2149830","kg:/m/0374c2","Richard","Ichord","1926-06-27","M","15619","Howard","","","II","","","","00581","","","","","","","","",""
"J000099","John Jenrette","J000099","406001","14241","John Jenrette","Q676392","kg:/m/0570ng","John","Jenrette","1936-05-19","M","15818","Wilson","","","Jr.","","","","00596","","","","","","","","",""
"J000101","Roger Jepsen","J000101","406003","14707","Roger Jepsen","Q1372206","kg:/m/07qg83","Roger","Jepsen","1928-12-23","M","","William","","","","","","","01372","","","","","","","","",""
"J000135","Harold Johnson","J000135","406034","4957","Harold T. Johnson","Q1585936","kg:/m/02pzl27","Harold","Johnson","1907-12-02","M","15862","Terry","","","","","","","00600","","","","","","","","",""
"J000148","James Johnson","J000148","406046","14025","James Paul Johnson","Q222118","kg:/m/02rhjd_","James","Johnson","1930-06-02","M","15878","Paul","Jim","","","","","","00601","","","","","","","","",""
"K000077","Richard Kelly","K000077","406247","14243","Richard Kelly (politician)","Q1628072","kg:/m/04wnss","Richard","Kelly","1924-07-31","M","16176","","","","","","","","00623","","","","","","","","",""
"L000167","Anthony Leach","L000167","406671","14640","Buddy Leach","Q1001235","kg:/m/0ghd5x","Anthony","Leach","1934-03-30","M","16806","Claude","","","Jr.","","","","00671","","","","","","","","",""
"L000379","James Lloyd","L000379","406871","14250","James F. Lloyd","Q507358","kg:/m/0dp07h","James","Lloyd","1922-09-27","M","17065","Fredrick","","","","","","","00697","","","","","","","","",""
"M000058","Gene Maguire","M000058","407086","14254","Andrew Maguire","Q506125","kg:/m/02rplkp","Gene","Maguire","1939-03-11","M","17399","Andrew","","","","","","","00725","","","","","","","","",""
"M000244","Marvin Mathis","M000244","407262","13023","Dawson Mathis","Q1178875","kg:/m/02rk0q_","Marvin","Mathis","1940-11-30","M","17625","Dawson","","","","","","","00747","","","","","","","","",""
"M000365","Mike McCormack","M000365","407370","13026","Mike McCormack (politician)","Q1933324","kg:/m/0d1hd3","Mike","McCormack","1921-12-14","M","17780","","","","","","","","00762","","","","","","","","",""
"M000433","Robert McEwen","M000433","407433","10749","Robert C. McEwen","Q7342630","kg:/m/0gmdjn","Robert","McEwen","1920-01-05","M","17869","Cameron","","","","","","","00769","","","","","","","","",""
"M000490","Koln McKay","M000490","407485","13027","K. Gunn McKay","Q247243","kg:/m/0d_87d","Koln","McKay","1925-02-23","M","17939","Gunn","","","","","","","00777","","","","","","","","",""
"M000703","Abner Mikva","M000703","407686","12025","Abner Mikva","Q4320649","kg:/m/04lmgt","Abner","Mikva","1926-01-21","M","18209","Joseph","","","","","","","00803","","","","","","","","",""
"M000930","William Moorhead","M000930","407901","6661","William S. Moorhead","Q8017984","kg:/m/0dnpfq","William","Moorhead","1923-04-08","M","18499","Singer","","","","","","","00831","","","","","","","","",""
"M001098","John Murphy","M001098","408062","10611","John M. Murphy","Q3562259","kg:/m/0gjdlb","John","Murphy","1926-08-03","M","18699","Michael","","","","","","","00842","","","","","","","","",""
"M001101","Morgan Murphy","M001101","408065","13032","Morgan F. Murphy","Q4361006","kg:/m/0d9_qz","Morgan","Murphy","1932-04-16","M","18702","Francis","","","","","","","00843","","","","","","","","",""
"M001123","Raphael Musto","M001123","408085","14678","Ray Musto","Q5998488","kg:/m/0dnmdw","Raphael","Musto","1929-03-30","M","18729","John","","","","","","","00845","","5212","","","","","","",""
"M001132","Michael Myers","M001132","408094","14442","Michael Myers (politician)","Q535502","kg:/m/05ykp_","Michael","Myers","1943-05-04","M","18742","Joseph","Ozzie","","","","","","00848","","","","","","","","",""
"N000019","Lucien Nedzi","N000019","408111","10540","Lucien Nedzi","Q1263385","kg:/m/06bpsy","Lucien","Nedzi","1925-05-28","M","18859","Norbert","","","","","","","00856","","","","","","","","",""
"P000106","Edward Patten","P000106","408514","10613","Edward J. Patten","Q268677","kg:/m/027bdx5","Edward","Patten","1905-08-22","M","19405","James","","","","","","","00896","","","","","","","","",""
"P000222","Charles Percy","P000222","408625","11205","Charles H. Percy","Q1064692","kg:/m/02hbd5","Charles","Percy","1919-09-27","M","","Harting","","","","","","","01418","","","","","","","","",""
"P000520","Lunsford Preyer","P000520","408905","12027","L. Richardson Preyer","Q1797788","kg:/m/0kt1kz","Lunsford","Preyer","1919-01-11","M","19921","Richardson","","","","","","","00928","","","","","","","","",""
"R000046","Jennings Randolph","R000046","409027","7722","Jennings Randolph","Q1686994","kg:/m/03w8tm","Jennings","Randolph","1902-03-08","M","20134","","","","","","","","01421","","","","","","","","",""
"R000312","Herbert Roberts","R000312","409283","10550","Ray Roberts","Q974316","kg:/m/0g387k","Herbert","Roberts","1913-03-28","M","20471","Ray","","","","","","","00969","","","","","","","","",""
"R000489","William Royer","R000489","409448","14676","William Royer","Q2580429","kg:/m/093lfl","William","Royer","1920-04-11","M","20690","Howard","","","","","","","00999","","","","","","","","",""
"R000510","Harold Runnels","R000510","409469","13038","Harold L. Runnels","Q1585865","kg:/m/02rhh4q","Harold","Runnels","1924-03-17","M","20714","Lowell","","","","","","","01001","","","","","","","","",""
"S000070","David Satterfield","S000070","409582","10767","David E. Satterfield III","Q1174289","kg:/m/02qkkhv","David","Satterfield","1920-12-02","M","21221","Edward","","","III","","","","01019","","","","","","","","",""
"S000217","Keith Sebelius","S000217","409722","12029","Keith Sebelius","Q1738088","kg:/m/0534dg","Keith","Sebelius","1916-09-10","M","21404","George","","","","","","","01039","","","","","","","","",""
"S000473","John Slack","S000473","409963","8564","John M. Slack Jr.","Q1551562","kg:/m/02wzgg7","John","Slack","1915-03-18","M","21729","Mark","","","Jr.","","","","01066","","","","","","","","",""
"S000716","Gladys Spellman","S000716","410186","14278","Gladys Spellman","Q2045562","kg:/m/06g0hz","Gladys","Spellman","1918-03-01","F","22022","Noon","","","","","","","01090","","","","","","","","",""
"S000772","Edward Stack","S000772","410238","14663","Edward J. Stack","Q1292651","kg:/m/02rhfp8","Edward","Stack","1910-04-29","M","22092","John","","","","","","","01094","","","","","","","","",""
"S000778","Harley Staggers","S000778","410244","8824","Harley Orrin Staggers","Q1585515","kg:/m/05b5nk","Harley","Staggers","1907-08-03","M","22100","Orrin","","","","","","","01096","","","","","","","","",""
"S000829","Thomas Steed","S000829","410293","8866","Tom Steed","Q2440125","kg:/m/0gcnmf","Thomas","Steed","1904-03-02","M","22166","Jefferson","","","","","","","01104","","","","","","","","",""
"S000902","Bennett Stewart","S000902","410363","14665","Bennett Stewart","Q175223","kg:/m/0fq0l5","Bennett","Stewart","1912-08-06","M","22255","McVey","","","","","","","01112","","","","","","","","",""
"T000200","Frank Thompson","T000200","410779","9322","Frank Thompson","Q913444","kg:/m/08gl3w","Frank","Thompson","1918-07-26","M","22878","","","","Jr.","","","","01152","","","","","","","","",""
"T000322","John Tower","T000322","410894","10823","John Tower","Q2658030","kg:/m/02dcc4","John","Tower","1925-09-29","M","","Goodwin","","","","","","","01449","","","","","","","","",""
"T000362","David Treen","T000362","410932","14060","Dave Treen","Q640768","kg:/m/034dzg","David","Treen","1928-07-16","M","23077","Conner","","","","","","","01168","","","","","","","","",""
"T000393","Paul Tsongas","T000393","410962","14279","Paul Tsongas","Q283884","kg:/m/029dj8","Paul","Tsongas","1941-02-14","M","23115","Efthemios","","","","","","","01170","","","","","","","","",""
"U000004","Albert Ullman","U000004","411028","9551","Al Ullman","Q2620782","kg:/m/036t36","Albert","Ullman","1914-03-09","M","20830","Conrad","","","","","","","01174","","","","","","","","",""
"V000024","Lionel Van Deerlin","V000024","411077","10633","Lionel Van Deerlin","Q1827269","kg:/m/08t9tm","Lionel","Van Deerlin","1914-07-25","M","20908","","","","","","","","01179","","","","","","","","",""
"V000047","Charles Vanik","V000047","411126","9623","Charles Vanik","Q522435","kg:/m/035ft9","Charles","Vanik","1913-04-07","M","20932","Albert","","","","","","","01183","","","","","","","","",""
"W000571","Charles Wilson","W000571","411726","10640","Charles H. Wilson","Q1064708","kg:/m/09ty0b","Charles","Wilson","1917-02-15","M","23892","Herbert","","","","","","","01233","","","","","","","","",""
"W000610","Robert Wilson","W000610","411765","10249","Bob Wilson (politician)","Q888328","kg:/m/0986w2","Robert","Wilson","1916-04-05","M","23939","Carlton","Bob","","","","","","01234","","","","","","","","",""
"W000680","Lester Wolff","W000680","411832","10784","Lester L. Wolff","Q1626737","kg:/m/0gmd5l","Lester","Wolff","1919-01-04","M","24027","Lionel","","","","","","","01239","","","","","","","","",""
"W000777","Joseph Wyatt","W000777","411926","14674","Joseph P. Wyatt Jr.","Q201651","kg:/m/02rvb24","Joseph","Wyatt","1941-10-12","M","24147","Peyton","","","Jr.","","","","01245","","","","","","","","",""
"W000780","John Wydler","W000780","411928","10638","John W. Wydler","Q723155","kg:/m/0gmcw6","John","Wydler","1924-06-09","M","24151","Waldemar","","","","","","","01248","","","","","","","","",""
"A000009","James Abdnor","A000009","400672","14000","James Abdnor","Q614868","kg:/m/03vwqw","James","Abdnor","1923-02-13","M","8259","","","","","","","","00001","","","","","","","","",""
"A000208","Mark Andrews","A000208","400881","10569","Mark Andrews (politician)","Q364746","kg:/m/04fw61","Mark","Andrews","1926-05-19","M","8547","","","","","","","","00019","","","","","","","","",""
"A000220","Jean Ashbrook","A000220","400948","14878","Jean Spencer Ashbrook","Q1264861","kg:/m/06lj7m","Jean","Ashbrook","1934-09-21","F","8568","Spencer","","","","","","","00030","","","","","","","","",""
"A000221","John Ashbrook","A000221","400949","10502","John M. Ashbrook","Q6245684","kg:/m/03dnb6","John","Ashbrook","1928-09-21","M","8570","Milan","","","","","","","00031","","","","","","","","",""
"A000329","Eugene Atkinson","A000329","400978","14602","Eugene Atkinson","Q1373045","kg:/m/062zc9","Eugene","Atkinson","1927-04-05","M","8715","Vincent","","","","","","","00035","","","","","","","","",""
"B000029","Louis Bafalis","B000029","401034","14003","Skip Bafalis","Q1350106","kg:/m/02pz0hx","Louis","Bafalis","1929-09-28","M","8812","Arthur","Skip","","","","","","00042","","","","","","","","",""
"B000037","Donald Bailey","B000037","401042","14603","Donald A. Bailey","Q5293918","kg:/m/08yz0_","Donald","Bailey","1945-07-21","M","8822","Allen","","","","","","","00043","","","","","","","","",""
"B000047","R. Bailey","B000047","401052","14800","Wendell Bailey","Q2559024","kg:/m/083chj","R.","Bailey","1940-07-30","M","8833","Wendell","","","","","","","00044","","","","","","","","",""
"B000280","Robin Beard","B000280","401274","14004","Robin Beard","Q963419","kg:/m/03z10z","Robin","Beard","1939-08-21","M","9139","Leo","","","Jr.","","","","00069","","","","","","","","",""
"B000358","Cleveland Benedict","B000358","401350","14801","Cleve Benedict","Q634626","kg:/m/059jcd","Cleveland","Benedict","1935-03-21","M","9241","Keith","","","","","","","00074","","","","","","","","",""
"B000363","Adam Benjamin","B000363","401355","14406","Adam Benjamin Jr.","Q348740","kg:/m/09jxd5","Adam","Benjamin","1935-08-06","M","9248","","","","Jr.","","","","00076","","","","","","","","",""
"B000472","Jonathan Bingham","B000472","401453","10705","Jonathan Brewster Bingham","Q1703107","kg:/m/06qp_t","Jonathan","Bingham","1914-04-24","M","9388","Brewster","","","","","","","00090","","","","","","","","",""
"B000538","James Blanchard","B000538","401513","14206","James Blanchard","Q880085","kg:/m/0259nw","James","Blanchard","1942-08-08","M","9468","Johnston","","","","","","","00094","","","","","","","","",""
"B000605","Richard Bolling","B000605","401573","835","Richard Walker Bolling","Q1530283","kg:/m/0dtxfz","Richard","Bolling","1916-05-17","M","9563","Walker","","","","","","","00105","","","","","","","","",""
"B000682","David Bowen","B000682","401644","14005","David R. Bowen","Q283357","kg:/m/02rtn6d","David","Bowen","1932-10-21","M","9666","Reece","","","","","","","00115","","","","","","","","",""
"B000839","Jack Brinkley","B000839","401796","11005","Jack Brinkley","Q263856","kg:/m/0ghqn_","Jack","Brinkley","1930-12-22","M","9862","Thomas","","","","","","","00124","","","","","","","","",""
"B000862","William Brodhead","B000862","401819","14209","William M. Brodhead","Q385383","kg:/m/048md2","William","Brodhead","1941-09-12","M","9894","McNulty","","","","","","","00126","","","","","","","","",""
"B000910","Clarence Brown","B000910","401867","10786","Bud Brown (politician)","Q4983802","kg:/m/03ldwb","Clarence","Brown","1927-06-18","M","9956","J.","","","Jr.","","","","00131","","","","","","","","",""
"B001080","Clair Burgener","B001080","402026","14007","Clair Burgener","Q1094733","kg:/m/0986l1","Clair","Burgener","1921-12-05","M","10169","Walter","","","","","","","00147","","","","","","","","",""
"B001153","John Burton","B001153","402095","14076","John Burton (American politician)","Q1700888","kg:/m/0f2mqr","John","Burton","1932-12-15","M","10259","Lowell","","","","","","","00155","","","","","","","","",""
"B001182","Manley Butler","B001182","402124","13055","M. Caldwell Butler","Q1445681","kg:/m/02vp0dz","Manley","Butler","1925-06-02","M","10297","Caldwell","","","","","","","00159","","","","","","","","",""
"C000158","Gregory Carman","C000158","402307","14804","Gregory W. Carman","Q1545423","kg:/m/0gkrl0","Gregory","Carman","1937-01-31","M","10652","Wright","","","","","","","00176","","","","","","","","",""
"C000371","Shirley Chisholm","C000371","402510","12008","Shirley Chisholm","Q239657","kg:/m/02qt3_","Shirley","Chisholm","1924-11-30","F","10918","Anita","","","","","","","00195","","","","","","","","",""
"C000475","Donald Clausen","C000475","402613","10579","Donald H. Clausen","Q1239913","kg:/m/02rhf64","Donald","Clausen","1923-04-27","M","11042","Holst","","","","","","","00201","","","","","","","","",""
"C000638","James Collins","C000638","402767","11066","James M. Collins","Q1680733","kg:/m/0c2rb9","James","Collins","1916-04-29","M","11251","Mitchell","","","","","","","00221","","","","","","","","",""
"C000799","William Cotter","C000799","402918","13009","William R. Cotter (politician)","Q182087","kg:/m/02pnrgc","William","Cotter","1926-07-18","M","11456","Ross","","","","","","","00239","","","","","","","","",""
"C000845","James Coyne","C000845","402962","14807","James K. Coyne III","Q6137047","kg:/m/0dlwhz","James","Coyne","1946-11-17","M","11513","Kitchenman","","","III","","","","00244","","","","","","","","",""
"D000037","Robert Daniel","D000037","403177","14013","Robert Daniel","Q1356455","kg:/m/09dbt_","Robert","Daniel","1936-03-17","M","11875","Williams","","","Jr.","","","","00260","","","","","","","","",""
"D000043","George Danielson","D000043","403183","13010","George E. Danielson","Q1507259","kg:/m/06x7xr","George","Danielson","1915-02-20","M","11883","Elmore","","","","","","","00263","","","","","","","","",""
"D000231","Lawrence DeNardis","D000231","403369","14811","Lawrence J. DeNardis","Q1809209","kg:/m/078xg3","Lawrence","DeNardis","1938-03-18","M","12118","Joseph","","","","","","","00285","","","","","","","","",""
"D000183","Huey Deckard","D000183","403344","14619","H. Joel Deckard","Q1305216","kg:/m/02rkg4b","Huey","Deckard","1942-03-07","M","12058","Joel","","","","","","","00278","","","","","","","","",""
"D000259","Jeremiah Denton","D000259","403397","14901","Jeremiah Denton","Q731680","kg:/m/036x4p","Jeremiah","Denton","1924-07-15","M","","Andrew","","","Jr.","","","","01316","","","","","","","","",""
"D000269","Edward Derwinski","D000269","403405","2525","Ed Derwinski","Q546986","kg:/m/03186c","Edward","Derwinski","1926-09-15","M","12162","Joseph","","","","","","","00290","","","","","","","","",""
"D000446","Charles Dougherty","D000446","403556","14622","Charles F. Dougherty","Q5077514","kg:/m/0dmmk9","Charles","Dougherty","1937-06-26","M","12388","Francis","","","","","","","00311","","","","","","","","",""
"D000548","James Dunn","D000548","403656","14814","James Whitney Dunn","Q1681294","kg:/m/027jds0","James","Dunn","1943-07-21","M","12508","Whitney","","","","","","","00325","","","","","","","","",""
"E000004","Thomas Eagleton","E000004","403700","12104","Thomas Eagleton","Q3176929","kg:/m/01qpdm","Thomas","Eagleton","1929-09-04","M","","Francis","","","","","","","01323","","","","","","","","",""
"E000017","John East","E000017","403713","14903","John Porter East","Q1701454","kg:/m/02km71","John","East","1931-05-05","M","","Porter","","","","","","","01324","","","","","","","","",""
"E000175","David Emery","E000175","403865","14218","David F. Emery","Q1174381","kg:/m/08j16n","David","Emery","1948-09-01","M","12808","Farnham","","","","","","","00343","","","","","","","","",""
"E000198","Arlen Erdahl","E000198","403885","14623","Arlen Erdahl","Q674930","kg:/m/0bkf7t","Arlen","Erdahl","1931-02-27","M","12845","Ingolf","","","","","","","00349","","","","","","","","",""
"E000208","Allen Ertel","E000208","403895","14416","Allen E. Ertel","Q4731622","kg:/m/0dnm5z","Allen","Ertel","1937-11-07","M","12856","Edward","","","","","","","00352","","","","","","","","",""
"E000233","Billy Evans","E000233","403918","14418","Billy Lee Evans","Q863165","kg:/m/09zy0r","Billy","Evans","1941-11-10","M","12890","Lee","","","","","","","00357","","","","","","","","",""
"E000239","David Evans","E000239","403923","14220","David W. Evans","Q1177017","kg:/m/02rkfjr","David","Evans","1946-08-17","M","12895","Walter","","","","","","","00359","","","","","","","","",""
"E000258","Thomas Evans","E000258","403939","14417","Thomas B. Evans Jr.","Q2422171","kg:/m/06t6k4","Thomas","Evans","1931-11-05","M","12918","Beverley","","","Jr.","","","","00363","","","","","","","","",""
"F000040","John Fary","F000040","404001","14285","John G. Fary","Q13218822","kg:/m/02rkbn8","John","Fary","1911-04-11","M","13013","G.","","","","","","","00369","","","","","","","","",""
"F000078","Millicent Fenwick","F000078","404036","14221","Millicent Fenwick","Q529663","kg:/m/02gbs8","Millicent","Fenwick","1910-02-25","F","13066","Hammond","","","","","","","00376","","","","","","","","",""
"F000123","Paul Findley","F000123","404079","10517","Paul Findley","Q1780222","kg:/m/08n5lc","Paul","Findley","1921-06-23","M","13128","","","","","","","","00382","","","","","","","","",""
"F000161","Floyd Fithian","F000161","404116","14222","Floyd Fithian","Q1430359","kg:/m/02rkfs9","Floyd","Fithian","1928-11-03","M","13172","James","","","","","","","00387","","","","","","","","",""
"F000319","Lawrence Fountain","F000319","404268","3321","Lawrence H. Fountain","Q1809187","kg:/m/04wbvd","Lawrence","Fountain","1913-04-23","M","13374","H.","","","","","","","00403","","","","","","","","",""
"G000226","Ronald Ginn","G000226","404588","14016","Ronald 'Bo' Ginn","Q2165572","kg:/m/04y0dn","Ronald","Ginn","1934-05-31","M","13851","Bryan","Bo","","","","","","00442","","","","","","","","",""
"G000267","Barry Goldwater","G000267","404629","3658","Barry Goldwater","Q319129","kg:/m/01j6t","Barry","Goldwater","1909-01-01","M","","Morris","","","","","","","01340","","","","","","","","",""
"G000268","Barry Goldwater","G000268","404630","12037","Barry Goldwater Jr.","Q809039","kg:/m/09ly_0","Barry","Goldwater","1938-07-15","M","13899","Morris","","","Jr.","","","","00444","","","","","","","","",""
"G000480","Wayne Grisham","G000480","404825","14630","Wayne R. Grisham","Q1351459","kg:/m/02rj_5t","Wayne","Grisham","1923-01-10","M","14170","Richard","","","","","","","00468","","","","","","","","",""
"G000537","Tennyson Guyer","G000537","404880","14018","Tennyson Guyer","Q7700520","kg:/m/0c4pwx","Tennyson","Guyer","1913-11-29","M","14238","","","","","","","","00480","","","","","","","","",""
"H000012","Thomas Hagedorn","H000012","404897","14227","Tom Hagedorn","Q1704699","kg:/m/0dgsdc","Thomas","Hagedorn","1943-11-27","M","14303","Michael","","","","","","","00481","","","","","","","","",""
"H000287","Gary Hart","H000287","405161","14305","Gary Hart","Q919448","kg:/m/01cg_2","Gary","Hart","1936-11-28","M","","Warren","","","","","","","01347","","","","","","","","",""
"H000374","Paula Hawkins","H000374","405242","14905","Paula Hawkins","Q458945","kg:/m/03f8vc","Paula","Hawkins","1927-01-24","F","14742","","","","","","","","01355","","","","","","","","",""
"H000440","Margaret Heckler","H000440","405306","11021","Margaret Heckler","Q457633","kg:/m/06j43j","Margaret","Heckler","1931-06-21","F","14824","M.","","","","","","","00523","","","","","","","","",""
"H000641","Jon Hinson","H000641","405496","14634","Jon Hinson","Q1475071","kg:/m/03tqfl","Jon","Hinson","1942-03-16","M","15076","Clifton","","","","","","","00543","","","","","","","","",""
"H000719","Kenneth Holland","H000719","405571","14235","Kenneth Lamar Holland","Q1738876","kg:/m/0bbqqv","Kenneth","Holland","1934-11-24","M","15172","Lamar","","","","","","","00552","","","","","","","","",""
"H000722","Harold Hollenbeck","H000722","405574","14426","Harold C. Hollenbeck","Q1585779","kg:/m/02rhh3p","Harold","Hollenbeck","1938-12-29","M","15175","Capistran","","","","","","","00553","","","","","","","","",""
"J000074","James Jeffries","J000074","405977","14637","James Edmund Jeffries","Q1680319","kg:/m/02rm9m6","James","Jeffries","1925-06-01","M","15788","Edmund","","","","","","","00594","","","","","","","","",""
"J000200","Walter Johnston","J000200","406095","14836","Walter E. Johnston III","Q2544053","kg:/m/03c01z1","Walter","Johnston","1936-03-03","M","15949","Eugene","","","III","","","","00605","","","","","","","","",""
"L000148","Paul Laxalt","L000148","406653","14077","Paul Laxalt","Q661008","kg:/m/03j_fw","Paul","Laxalt","1922-08-02","M","","Dominque","","","","","","","01382","","","","","","","","",""
"L000547","John LeBoutillier","L000547","406688","14838","John LeBoutillier","Q6244260","kg:/m/0gksgl","John","LeBoutillier","1953-05-26","M","17275","","","","","","","","00674","","","","","","","","",""
"L000187","Raymond Lederer","L000187","406690","14434","Raymond Lederer","Q2134135","kg:/m/08gl2g","Raymond","Lederer","1938-05-19","M","16829","Francis","","","","","","","00675","","","","","","","","",""
"L000192","Gary Lee","L000192","406695","14642","Gary A. Lee","Q5524571","kg:/m/0gkt4c","Gary","Lee","1933-08-18","M","16834","Alcide","","","","","","","00676","","","","","","","","",""
"L000428","Russell Long","L000428","406918","5767","Russell B. Long","Q1385418","kg:/m/01gqtx","Russell","Long","1918-11-03","M","","Billiu","","","","","","","01386","","","","","","","","",""
"M000136","Marc Marks","M000136","407159","14436","Marc L. Marks","Q13219697","kg:/m/0dnp3q","Marc","Marks","1927-02-12","M","17496","Lincoln","","","","","","","00736","","","","","","","","",""
"M000241","Charles Mathias","M000241","407259","10535","Charles Mathias","Q457455","kg:/m/0502g6","Charles","Mathias","1922-07-24","M","17621","McCurdy","","","Jr.","","","","01391","","","","","","","","",""
"M000257","Mack Mattingly","M000257","407275","14906","Mack Mattingly","Q1811690","kg:/m/0486ny","Mack","Mattingly","1931-01-07","M","","Francis","","","","","","","01392","","","","","","","","",""
"M000260","James Mattox","M000260","407278","14439","Jim Mattox","Q1689145","kg:/m/0c28xq","James","Mattox","1943-08-29","M","17644","Albon","","","","","","","00750","","","","","","","","",""
"M000340","Robert McClory","M000340","407349","10606","Robert McClory","Q7110413","kg:/m/02rkcp8","Robert","McClory","1908-01-31","M","17748","","","","","","","","00757","","","","","","","","",""
